,,content,label
774,tf_url,"The engineer of an Amtrak train that derailed from an overpass onto rush-hour traffic on Interstate 5 in DuPont, Wash., was not on his cellphone at the time of the crash, federal investigators said Friday.

“The crew was not observed to use any personal electronic devices during the time frame reviewed,” the National Traffic Safety Board said after a review of audio and video recordings inside Amtrak Cascades Train 501.



For the record: An earlier version of this article referred to questions about whether the train’s conductor had been on the phone. Questions involved the engineer.

The train left Seattle early Monday morning on its inaugural run to Portland, Ore., with seven crew members and 77 passengers aboard.

Advertisement

About 40 miles south of Seattle, in DuPont, Wash., 13 of 14 cars derailed near a bridge over Interstate 5 as the train reached speeds of 80 mph in a 30 mph zone. Several cars fell onto the freeway below, striking vehicles in rush-hour traffic. Three passengers on the train were killed and dozens were injured.

Almost immediately, there were questions as to whether the engineer had been on the phone.

It’s common practice for the NTSB to determine whether crew members may have been distracted by personal electronic devices, since it’s happened before. In Los Angeles, for instance, the the agency determined that the engineer of a Metrolink train was distracted by typing text messages on his cellphone when he ran through a red signal in 2008, smashing head-on into a Union Pacific freight train and killing 25 people.

The board’s review of the DuPont crash did not disclose what the crew was doing as the train barreled into a curve headed for a trestle around 7:45 a.m. The train was using a new, faster route that would have shaved 10 minutes off the trip. Track speed was largely around 80 mph, but a sign, visible to train crews before the abrupt curve, limited speed to 30 mph.

Advertisement

The NTSB said the engineer did react — just not in time.

“About six seconds prior to the derailment,” the board said, “the engineer made a comment regarding an over speed condition.” He apparently then tried to brake.

“The engineer’s actions were consistent with the application of the locomotive’s brakes just before the recording ended,” according to the report, but it said “it did not appear the engineer placed the brake handle in emergency-braking mode.”

The report concludes: “The recording ended as the locomotive was tilting and the crew was bracing for impact.”

Advertisement

Federal investigators say they have not yet spoken with all five members of the train crew, as several remain hospitalized. Some train cars in the scattered wreckage flipped and landed upside down while others wound up dangling from the trestle. Only the rear “pusher” locomotive was left standing on the tracks above.

Most passengers and some motorists suffered minor to major injuries, and several remain in critical condition. The three who died — all of them train buffs — have now been identified. Jim Hamre, 61, and his friend Zack Willhoite, 35, both from the Tacoma area, were riding together. They were members of All Aboard Washington, a rail enthusiasts group. Their volunteer efforts helped establish the new, faster route they died on. The third victim, Benjamin Gran, 40, of nearby Auburn, was described by a relative as “an Amtrak fan to the max.”

Many of those injured and families of some of those killed are telling their stories on GoFundMe, the online site that collects crowdfunding donations for those in need.

Bret Tomblin, Willhoite’s brother-in-law, said the Pierce County Transit employee supported his wife and mother.

“The goal of this GoFundMe is to raise money for their mortgage and bills for the next three months so we can prepare for the new normal,” Tomblin said. As of late Friday afternoon, $3,815 of a $10,000 goal had been raised.

A teen boy, meanwhile, is well on the way to his goal. The 16-year-old identified only as Timmy suffered a compressed spinal cord and other injuries in the crash, and has undergone several surgeries. More than $37,000 of a $50,000 target has been donated, his page said Friday.

Donors have given Aaron Harris, seriously injured in the crash, well beyond his requested sum: As of Friday, over $32,000 of a $4,545 goal had been pledged in his name. A family friend said all the money would go toward his recovery and to aid his family.

Amtrak has also announced that it will cover medical expenses and other costs incurred by passengers injured or killed in the crash. The rail line and the NTSB say it will likely take a year or more for the government to complete its crash investigation and compile a report.

Anderson is a special correspondent.",YES
1228,rd_url,"A woman were killed and a man suffered major injuries in separate incidents involving Coaster commuter trains in San Diego County on Labor Day, authorities said Tuesday.
The man was hospitalized with major injuries after he was struck at 9 p.m. Monday by a northbound train near the intersection of Via De La Valle and Camino Del Mar in Del Mar, according to San Diego Sheriff’s Sgt. Jason King.
Earlier the same day, a woman was fatally struck by a northbound Coaster about 3:30 p.m. near the intersection of Morena Boulevard and Asher Street in San Diego, King said.
“When San Diego police officers arrived, they found a woman who was hit by a northbound Coaster train,” King said. “Paramedics rushed to give aid, but she did not survive her injuries.”
The Medical Examiner’s Office will identify the woman and notify relatives of her death.
Earlier in the holiday weekend, at 3:25 p.m. Sunday, a man was struck and killed by northbound Coaster train near the intersection of Pacific Highway and West Washington Street.
The sheriff’s Transit Enforcement Unit is investigating all three crashes.
Updated at 7:50 a.m. Sept. 4, 2023; also, at 11:10 a.m. Sept. 7, 2023, with correct day of first weekend death
City News Service contributed to this article.",YES
1193,tf_url,"ESCONDIDO, Calif. (FOX 5/KUSI) — A 19-year-old man died in a rollover crash on Interstate 15 Tuesday morning, authorities said.

Around 6:30 a.m., a Chevrolet Silverado and a Ford F-150 were traveling northbound on I-15 when they collided south of Deer Springs Road near Escondido, California Highway Patrol said in a news release. The Ford spun out, coming to a stop in the center divider. The Chevrolet veered to the right, overturning several times and ending up on the right shoulder.

The driver of the Chevrolet, a 19-year-old man from Murrieta, died at the scene, CHP said. The passenger, a 19-year-old woman, was taken to a hospital to be treated for major injuries.

Advertisement Advertisement

Advertisement Advertisement

The driver of the Ford, a 24-year-old from Descanso, was not injured.

The right lane of northbound I-15 was temporarily shut down, Caltrans said. By 9:40 a.m., the lane had reopened.

Copyright 2024 Nexstar Media, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

For the latest news, weather, sports, and streaming video, head to FOX 5 San Diego & KUSI News.",NO
1343,rd_html,"A 30-year-old female driver was killed after a two-vehicle collision in Stockton on Sunday evening, January 14, 2024.

The California Highway Patrol reported that the fatal crash occurred at about 9:30 p.m. along Highway 99 near State Route 120.

A Chevy Malibu driven by the 30-year-old Sacramento resident veered into the center median and slammed into the concrete wall. Another driver failed to avoid hitting the rear end of the Chevy.

The female victim was transported to San Joaquin General Hospital, where she was declared dead. Her identity was not released pending the notification of the next of kin.

The authorities have not released further information about the fatal crash.

If another driver’s negligence injured you or a loved one, you may be able to sue for damages. Obtain legal advice for your car accident case from one of our personal injury lawyers, supervised by Arash Khorsandi, Esq.

Avail a free consultation with our dedicated Stockton car accident lawyers, who will review your case, discuss the next steps, and examine all the variables that could affect the settlement amount.

Our legal team has well-established careers and accolades in advocating for accident victims. The clients we have worked with have been awarded compensation totaling more than $750 Million.

If you want to speak with one of our lawyers, please call (888) 488-1391 or fill out the “Do I Have a Case?” form.



What To Do After a Car Accident in Stockton

No one can predict a car crash or collision, but you can prepare for one. Having a car accident checklist in your glove box can help you stay calm and organized after a car crash. It can tell you what to do, what not to do, and how best to protect your rights. You aren’t alone after a serious collision. Whether you are the injured victim or the family of a killed loved one, here’s what to do after a car accident:
• Stay Calm – Stay on the scene and make sure everyone is okay. Check yourself for injuries first, and then check others. Remain calm, and do not admit fault.
• Get to a Safe Location – Move disabled vehicles to the side of the road if you can. Put your emergency flashers on to help prevent further collisions. Get somewhere safe to wait for the police.
• Call 911 – Call the police to report your accident. Unless your crash was very minor, with no injuries or property damage, you should call the cops. Police can document the incident, gather information, and make it part of an official record.
• Exchange Information – Swap names, phone numbers, and insurance information with the other driver(s) involved in the accident. If possible, take photos of the vehicles, license plates, and other vital details.
• Do Not Admit Fault – Stick only to the facts of what happened when speaking with a police officer. Be as detailed as possible in your description of the collision.
• Seek Medical Attention – Go to the hospital or your primary doctor as soon as possible. Immediate medical care can help reduce the damage you suffer from injuries. Tests and scans can identify internal injuries that may not show symptoms yet.
• Report to Your Insurance Company – Most insurers have time limits for how soon you must report an accident in California. Call quickly and follow the agent’s directions for reporting your crash.
• Speak to Insurance Adjusters – As soon as the day of your accident, you may receive a phone call from the other party’s insurance company. You may speak to the claims adjuster, but do not give away any more information than is absolutely necessary. Do not record a statement or accept an insurance settlement offer until you speak to an attorney.
• Create a File – Keep accident-related documents together and organized. Your file should include a copy of the police report, medical bills, the other driver’s information, injury treatment plans, and any other documents you’ve collected regarding the incident.
• Call Our Car Accident Lawyers – When in doubt, give us a call at (888) 488-1391. We offer free consultations so you can discuss your car crash without risk or obligation. We can determine whether your case has merit, help you talk to insurance companies, and assist you in filing a personal injury claim if necessary.

In the US, car crashes cause the most accidental deaths and injuries. According to the National Highway Traffic Safety Administration, there are 42,795 fatalities in 2022 alone.

The state of California saw 3,847 fatal vehicle collisions in 2020. About 59% or 2,260 fatalities resulted from accidents involving only one vehicle. A total of 1,587 deaths, or 41% of all fatalities, resulted from collisions involving two or more vehicles.

Two vehicles were involved in most collisions (72% of all collisions, 71% of collisions that caused injuries, and 77% of all injuries). Angle collisions caused the most fatalities and injuries, with roughly 8,000 in 2020.

In Stockton, 1,481 crashes either resulted in injuries or fatalities, according to the data from the Transportation Injury Mapping System in 2022. With a population of 323,884 people, it is advisable to exercise caution when driving around the city.",NO
1106,gs_html,"Cars from a freight train derailment lie along the track and in the water of the swollen Cosumnes River on Saturday, near Elk Grove, Calif.

A Union Pacific spokesman says flooded, swamp-like conditions were likely a factor in the partial derailment of a 33-car freight train in suburban Sacramento.

The derailment Friday sent 22 rail cars into the mucky and swollen Cosumnes River. There were three people aboard, but no one was injured.

Railroad spokesman Justin Jacobs told the Sacramento Bee on Saturday that the area around the low-lying tracks was near the overflowing river and flooding may have contributed to the accident. Officials had to halt their investigation late Friday because of rising water. The crash remained under investigation Sunday.

The Union Pacific train carrying food products was headed from Tracy to Roseville on Friday when it derailed at roughly 1 p.m. in the city of Elk Grove.

Hazardous materials crews were called to the scene as a precaution.",YES
1019,rd_html,"Union Pacific Railroad said two of its employees were killed in a train collision and derailment near the Salton Sea on Thursday.

A company spokesperson said the freight train operated by the two workers collided with equipment sitting on a ""siding"" — a short track at the side of the main railroad line — around 3 a.m. east of Mecca.

""Our thoughts are with the employees' families and coworkers,"" the spokesperson said in an email.

Union Pacific is working with the National Transportation Safety Board, which is leading the investigation. The NTSB said it was sending six investigators to Imperial County, where the collision happened just over the line from Riverside County.",YES
468,tf_url,"Tony Ferguson punches Donald Cerrone in 2019 during their lightweight mixed martial arts bout at UFC 238 in Chicago.

UFC veteran Tony Ferguson was arrested on suspicion of driving under the influence early Sunday after his truck struck other vehicles and rolled over in Hollywood, police said.

Ferguson, a former interim lightweight champion for the Ultimate Fighting Champtionship, was driving south on Wilcox Avenue around 1:47 a.m. when his Silverado hit at least two other vehicles and flipped over near Sunset Boulevard, the Los Angeles Police Department said.

Ferguson had passengers with him, but no injuries were reported, LAPD Officer Norma Eisenman said.

Advertisement

She said Ferguson allegedly refused to take a breathalyzer test at the scene and was later arrested on suspicion of drunk driving.

The UFC fighter spent part of his childhood in Oxnard before moving to Michigan, where he worked with his stepfather renovating homes for the family’s contractor business. An all-around athlete, Ferguson was an elite high school wrestler and also played baseball and football. He returned to Southern California in 2008 to train in martial arts.

He has said those life experiences contributed to his success as a fighter.

“You know what it was that I took from all that? Not quitting,” Ferguson told the Los Angeles Times in 2017. “I learned how to finesse. Finesse is catching the baseball on the edge of your glove when you’re turning two, making the one-handed grabs and shoestring tackles by running across the field in football. And finesse is what I bring to fighting.”

",NO
99,tf_html,"SANGER, Calif. (FOX26) — A truck driver was hit by an ongoing train in Sanger.As seen on surveillance video the truck was traveling east on 5th Street near Academy Avenue when it was struck.Speed0.25x0.5xnormal1.5x2xFont sizedefault50%75%100%150%200%300%400%Font styledefaultitalicboldFont familydefaultmonospaced serifproportional serifmonospaced sans serifproportional sans serifcasualcursivesmall capitalFont colordefaultwhiteblackredgreenbluecyanyellowmagentaFont opacitydefault100%75%50%25%Character edgedefaultraiseddepresseduniformdrop shadowedCharacter edge colordefaultwhiteblackredgreenbluecyanyellowmagentaBackground colordefaultwhiteblackredgreenbluecyanyellowmagentaBackground opacitydefault100%75%50%25%0%Window colordefaultwhiteblackredgreenbluecyanyellowmagentaWindow opacitydefault100%75%50%25%0%PlayMutePicture-in-PictureApple AirPlayGoogle CastVRSettingsFullscreenlogoA driver was struck by a train, there are no lights or railroad crossing gates to signal for oncoming trains (Photo: Elizabeth R.)[RELATED]DUI driver arrested following a hit and run in VisaliaThe truck driver failed to stop, as there are no railroad crossing gates or lights to signal oncoming traffic.Fortunately, no critical injuries were reported.",YES
628,tf_url,"The United States should not build more freeways simply because China has more. But there are several reasons why this country has a shortage of freeways. These include congestion, safety, and finance.

The Texas A&M Transportation Institute estimates that congestion in America’s 494 urban areas wasted 8.8 billion hours of travelers’ time and 3.3 billion gallons of fuel and cost $179 billion in 2017.133 In the post-pandemic world, increased numbers of people working at home will reduce morning congestion. However, one study found that telecommuters drive more miles per day than people who drive to work.134 Since they tend to do this driving in the afternoons, the number of hours of congestion in the afternoons may grow.

Safety is an issue because urban freeways are the safest of all roads to drive on, and rural freeways are the safest rural roads. Highway engineers classify roads as arterials, collectors, and local roads and streets. Freeways are arterials, but so are other major roads, generally including roads with speed limits of 45 mph or more.

In 2019, 4.5 people in the United States died in traffic accidents for every billion vehicle-miles traveled on urban freeways, while 7.9 people died per billion miles on rural freeways. Non-freeway arterials, however, are some of the most dangerous roads in the country: 14.4 people died per billion miles in urban areas and 19.8 people in rural areas in 2019. Converting 1,000 miles of urban non-freeway arterials to freeways would save about 70 lives per year, while converting 1,000 miles of rural non-freeway arterials to freeways would save about 30 lives per year.135

The financial reason to build new freeways is simple: new freeways, if located in the right places and priced properly, can pay for themselves. This is unlike high-speed rail or any passenger rail in the United States, which require both operating and capital subsidies. For the government to refuse to build new roads that can pay for themselves is to act as a monopolist with all the negative connotations that implies.

The main argument against building more roads is that such roads supposedly increase driving and so fail to relieve congestion. This argument assumes that the highway industry can generate more customers simply by building more roads, ad infinitum. That’s obviously not possible. What is true is that new transportation facilities can create economic opportunities. If people take advantage of those opportunities, it generates economic growth. Somehow, roads are demonized for doing this while rail advocates insist we run trains that are half empty.

Highway opponents argue that making cities more compact and improving transit and intercity rail service will give people access to the resources they need without as much auto travel.136 But this is a pipe dream. According to the University of Minnesota’s Accessibility Observatory, even in New York, one of the most compact urban areas with the best transit service in America, the average resident can reach four or more times as many jobs in a 60-minute-or-less auto drive as a transit trip of the same length.137

One argument against allowing more travel is that it uses energy and produces greenhouse gas emissions. But compact cities tend to be more congested cities, and that congestion wastes more fuel. According to the Department of Energy, people who live in densities of 10,000 to 25,000 people per square mile (densities found in such places as Chicago and San Francisco) drive about 16 percent fewer miles than people who live in densities of 1,000 to 2,000 people (typical of low-density suburbs). But the vehicles in the denser areas average about 17 mph while lower-density vehicles move about 26 mph. The department also says that vehicles moving at 25 mph use 25 percent less fuel per mile as vehicles moving at 15 mph.138 Thus, people living in denser areas may actually use more fuel than people in low-density areas. Since greenhouse gas emissions are proportional to petroleum fuel consumption, people in the denser areas also emit more greenhouse gases.

Aside from the arguments from anti-highway groups, the main obstacle to building new freeways or converting non-freeway arterials to freeways is an obsolete system of paying for roads. Fuel taxes made sense in 1956 because the costs of tolling were very high. Today’s electronic tolling systems are almost as economical as fuel taxes and have several major advantages.

First, fuel taxes don’t automatically adjust for inflation, and raising those taxes is always a political battle. Fuel taxes also fail to adjust for electric or other more fuel-efficient vehicles. In addition, existing fuel taxes go mainly to the states, while local governments rely heavily on property and other taxes to pay for road and street maintenance. Most importantly, fuel taxes fail to send appropriate signals to drivers about which roads are more expensive to drive on and similarly fail to send signals to highway agencies about where more road capacity may be needed.

Sending the right signals can help relieve congestion. Highways that use congestion pricing guarantee that travelers enjoy free-flowing traffic at any time of the day. Such congestion pricing should not be confused with cordon pricing, which is sometimes called congestion pricing, that simply charges a fee for crossing a line into a city or downtown area. Cordon pricing is a fundraising tool that doesn’t really relieve congestion.

If fees are set to ensure that roads don’t become congested, then roads that generate more fees than are needed to recover the costs of building and maintaining those roads send a signal that more roads could and should be built in that corridor out of the excess fees.

One way to build new freeways is to make them all toll roads. But if existing roads remain untolled, some people will avoid toll roads, thinking they can save money. A much better system would be to completely replace existing gas taxes, vehicle-registration fees, and tolls with a mileage-based user fee system. Such a system would allow all owners of roads—federal, state, county, city, or private—to charge fees to the people who use them. Oregon and other states are beginning to implement mileage-based user fees systems that protect people’s privacy even as the systems earn revenue to pay for roads.139

If Secretary Buttigieg or members of Congress want to make the United States a world leader in transportation, they should focus on highways, not high-speed rail. One way to do so would be for Congress to adjust the formula for distributing highway funds to the states to give a bonus to states that convert from fuel taxes to mileage-based user fees, provided that those user fees are dedicated to the roads.",NO
1050,tf_html,"
 Little seems to have changed at Paddington. The old Great Western Railway’s grand London terminus still sees a parade of High Speed Trains and Turbo DMUs plying to and from its great trainshed.
Internally, the HSTs have been refurbished but there’s little different inside the Turbos today than a passenger saw a decade ago. Outside, it’s true that the fleet now carries First Great Western’s blue livery in place of Thames Trains’ and Network SouthEast’s colours. The HSTs, too, are in FGW blue, just the latest in a line of liveries they’ve worn since privatisation.
In many ways, this lack of change summarises the railway a decade on from the terrible crash at Ladbroke Grove, 11⁄2 miles from Paddington. Ten years ago, the crash appeared to have a profound physical effect. Now it seems much less obvious. Time heals.
Ladbroke Grove remains the privatised railway’s worst accident. With 31 deaths and several hundred injuries, it prompted a public inquiry, chaired by Lord Cullen, and several weighty reports. It produced fundamental changes and accelerated key safety projects put in hand after 1997’s accident at Southall, which killed seven passengers and was also caused by a train passing a red signal.
At the Rail Safety and Standards Board, Chief Executive Len Porter comments on Ladbroke Grove and its effect: “Not a lot stayed the same. It was a bit of a turning point but I think Hatfield was more of a turning point.” (Hatfield took place a year after Ladbroke Grove and, while it only killed four people, its effects were far-reaching and eventually led to Railtrack collapsing.)
Continues Porter: “Ladbroke Grove was a complex accident, Hatfield was a huge problem for the industry.”
Porter contends that Ladbroke Grove highlighted an overall system failure involving track and train operators. It also highlighted how little the railway’s management understood safety risks.
He explains: “When Lord Cullen asked Gerald Corbett: ‘who is responsible for safety on the railway system’, after quite a long pause Gerald said: ‘Well, I suppose it’s me.’ And then, unfortunately having led with his chin, he was then asked: ‘How do you ensure that you discharge your responsibility for management of safety on the railway as chief executive of Railtrack?’ And he was roasted on that one because he couldn’t explain why. And that’s because, certainly from an engineering point of view, the railway didn’t understand how to manage its risk.”
Since then safety cases have become better understood (they were introduced after British Rail’s 1988 Clapham accident that killed 35 people) and more complex safety management systems have been introduced. These systems would have allowed Corbett to answer Cullen’s question.
Having a better understanding of where safety risks lay allowed investment to be placed for best effect in reducing these risks. This led to new trains replacing Mk 1 coaches and the introduction of TPWS (Trains Protection and Warning System) to reduce the chance of signals being passed at danger.
Porter’s deputy, Anson Jack continues: “There’s no doubt that the investment that has taken place in the industry has probably made the single biggest difference, as you look at the risks coming down. It’s new kit, and every time new kit is installed to modern standards the risks come down.”
It’s because much of this kit is unseen by passengers that they see little different at Paddington. As you accelerate westwards you’ll not see a completely new signal to replace the one passed at red on that fateful morning. You’ll not see that it’s an LED signal, and better placed for drivers to see it. You’ll probably not realise that as an LED signal it’s far less prone to failure (no bulb to blow) nor that this means it and similar LED signals elsewhere are safer because no one has to walk along the track with that spare bulb.
Also unseen is TPWS, which reduces the risk from signals passed at danger (SPADs) by applying the brakes if a train approaches a red signal too quickly or if it passes that red signal. TPWS is not a product of Ladbroke Grove, indeed the contract to deliver TPWS was signed just days after the accident, extensive testing having taken place on Thameslink (RAIL 359).
From the point of view of SPADs, one of which was the direct cause of Ladbroke Grove, the fact that today’s answer was already developed by the time of the accident points to that tragic day being a stepping stone on the route to improved rail safety rather than a turning point - despite the intense media storm that erupted after the accident and despite the comments bandied around by government of stripping Railtrack of its safety responsibilities.
Not all railway staff are well-placed to see the difference caused by their industry’s greater understanding of risk. Traincrew certainly have, as new stock has entered service. Drivers’ cabs are designed with ergonomics in mind (there is still more work to be done here, such as fitting air-conditioning to Class 66s), while more work is needed to examine the effects of fatigue, training to improve communications with signallers, and more use of simulators to practice procedures and assess competence.
Signallers, too, see differences. As with drivers, there’s more monitoring and work to assess competence. For track staff, there’s more automation and real-time monitoring of the track. 
Porter admits there’s a gap
between top level safety management and what happens at ground level: “Interestingly, the person on the ground wouldn’t see it specifically or immediately in what he was doing, because he would still be doing the same work. But the work programmed, the maintenance management system, would cause him to be doing things organised in a different way. So you’d be doing the same work, but the way the maintenance was prioritised would be different.”
It was Ladbroke Grove and reports from Lord Cullen that provided another burst of
momentum in changing the way risk is managed. Cullen had the railway move from prescriptive rules and procedures towards thinking about risks and working to control them. 
In many ways this was a difficult change. No longer could a set of rules be followed. In their place came the need to fully understand what was happening and think about how to reduce risks on a case-by-case basis. 
Closer to ground level, and away from boardrooms and offices, prescriptive rules still held sway. Contained in the railway’s bulky Rule Book are lists of dos and don’ts. This is now to change. The Rule Book is being rewritten in what Porter describes as a huge project - “a root and branch review”.
He says: “I think the industry has recognised that it’s just not appropriate to pile up more and more paperwork in the direction of your average guy on the ground. The objective is to change the rule book considerably. It will be smaller. It will be lighter. And it will give people direction as to what they need to do without actually telling them ‘you must do this’ by rote. So, just because the rule book doesn’t say ‘you have to do it like this’ doesn’t mean you can’t do it. 
“That is going to mean that your average person on the ground, working on the track, for example, will have to be more competent. This is a competence-based approach so we will have to say to people ‘we will give you more training, we will give you more help, we’re going to try and improve your competence so that you can take some of these decisions on your own. You know best how to produce a safe system of work. We will give you some generic high-level rules and then you work it out from there’.”
This change will be as fundamental and as difficult as the change to safety cases has already been. It provides for safety to be closely tailored to each situation. It holds out the hope that some work can be done more cheaply, but points also to other work being more expensive (all depending on the circumstances) and will bring a considerable burden to those planning trackside work, for example. 
Coupled with Network Rail’s moves towards increasingly automatic inspection techniques and mechanised plant for maintenance and renewals, it will likely lead to fewer but more highly-skilled staff working on the tracks. 
 
No SPAD fatalities
“Since Ladbroke Grove there hasn’t been an accident as a result of a SPAD. There hasn’t been a single fatality or serious injury. I think that’s a key statistic,” says Porter.
Expanding on this theme into more general railway safety, he is keen to compare Britain’s performance with that of railways overseas.
“We all think - certainly the general public often think - that the European administrations are perhaps better than GB rail for whatever reason. While we at RSSB have a great deal of respect for our European counterparts, the bottom line is that safety performance in GB is better than France or Spain or Germany. 
“If you go back and research where the major accidents have been that have been the fault of the railway, they’ve been in Italy, in France and in Germany. So GB rail is not performing badly. I think as an industry we don’t often get, or try to get, those points across to the general public. I wonder even sometimes whether our own rail sector realises it.” 
At this point, Jack quickly jumps in: “But we don’t want to be complacent.” He cites the collision between a passenger and freight train in Los Angeles in September 2008 in which more than 20 people died. The investigation found that the passenger driver had passed a signal at danger while texting on a mobile. Jack says it made Britain’s rail industry wonder whether it was doing enough to prevent mobile phones being a distraction, especially as most train operators give one to their drivers.
In the decade since Ladbroke Grove, the risks associated with SPADs have fallen by 85%, although RSSB openly admits that still leaves 15%. Much of the reduction has come from TPWS that was being rolled out even as Ladbroke Grove’s accident took place. Improvements have also come from better signal sighting, better investigations (all serious SPADs are investigated) and better training.
Just as Los Angeles demonstrated how risks today can differ from risks yesterday, so serious SPADs can still take place, as the near miss at Didcot in August 2007 showed (see panel). 
Porter comments: “Potentially high-risk SPADs do still occur. Given that you have 20,000 signals, there are still about 18 of those high-risk SPADs a year. That is the 15% we still have to manage.” 
Didcot makes clear Anson Jack’s point when he says: “We all know that TPWS does not eradicate the risks. The Government and the Health and Safety Executive looked at installing ERTMS to do that and the balance of costs versus the benefits was hugely out of proportion. ERTMS is now purely a business case-driven thing and will take 40 years to install.”
His next point gives a good example of the railway industry not simply completing a project, in this case TPWS, but continuing to look at improvements and risks. “The industry now recognises that TPWS is going to be with us for much longer than originally expected and, as we sit here, work is going on to identify what steps the industry needs to take to manage and nurture TPWS, given that it’s a long-life system not a short-life system.”
A glance at RSSB’s busy graph showing how railway safety risks have changed over the past decade makes clear the reduction in SPAD risk. It also clearly shows what risks remain. Porter comments: “SPADs were once the primary risk. As that risk dropped, others came through as primary risks, which is why level crossings are now the primary risk. Of course, the risk with level crossings is from pedestrian and road user abuse.”
In this, he echoes an powerful statement from Jack, who says: “Of the recent accidents that have happened in this country, Ufton and Heck were both accidents where the road sector strayed into the railway environment and caused loss of life for passengers. Since Ladbroke Grove, road users have caused more deaths on the railway than the railways have.” 
Level crossings, and foot crossings, occupy the strange position of being the railway’s biggest risk and yet one of the road sector’s smallest risks. The result is that while rail is keen to act, local councils (responsible for local roads) have far more pressing problems. 
Yet level crossing accidents attract headlines. In RAIL 627 we reported the death of an elderly car driver in Wales and a young child near Peterborough in two crossing accidents, and newspapers in the Salisbury area have reported a car out of control and landing on a railway, to be hit be a train, as a railway accident rather than the road accident.
So does this leave Cullen’s reports on the shelf, having served their time and purpose? Porter isn’t convinced: “I would hesitate to say Cullen is part of the archive. It is part of the archive - I’ve archived it from my files because I think we’ve moved on - but there are occasionally times when you need to remind people that that was a pretty serious incident and if this thing has been done it’s been done for these reasons. We still refer back to issues surrounding Hatfield and Ladbroke Grove from time to time.”
For Jack, Cullen is not so much about tomorrow’s railway as part of the foundation of today’s. And like many foundations, it’s hidden from view and largely outside daily thoughts. 
“In the event of anything happening, no one would want to be in the situation where they were seen to have gone in the opposite direction from a Cullen recommendation unless they had gone through a good process to work out that that was the right thing to do,” he summarises.
Plenty has been learned over the past decade and it leads Len Porter to say: “Wherever we look at the moment risk is low - very low,” before adding: “The railway has a very good story to tell.” 
 

",NO
206,rd_html,"Dec. 19—One person is dead and four are injured after a train derailed Monday in West Texas, according to Town of Pecos City officials.

The city, about 75 miles west of Odessa, said the derailment was caused by a freight train colliding with a tractor-trailer that was stuck on the tracks around 5:45 p.m. After the train collided with the truck, it hit the Chamber of Commerce building near the intersection of Oak Street and Dot Stafford Street, according to a Reeves County statement.

Three of the cars on the train were carrying potentially hazardous material, according to Charles Lino, Pecos' city manager. The city is ""investigating this fluid situation as we cooperate with local first responders."" Lino said there is no risk to the public.",YES
